Name,meta_score,user_review,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre
MLB SlugFest 2006,59,7.5,2006,4462,0.17,0.11,0.0,0.03,0.31,Sports
Transformers: Dark of the Moon,59,6.0,2011,1972,0.5,0.43,0.0,0.14,1.05,Action
Whacked!,59,7.1,2002,7740,0.07,0.02,0.0,0.0,0.09,Misc
Time Crisis: Razing Storm,58,6.4,2010,3115,0.18,0.21,0.07,0.08,0.55,Shooter
Steel Diver,58,6.3,2011,3354,0.31,0.1,0.05,0.03,0.49,Action
Black Sigil: Blade of the Exiled,58,7.5,2009,9010,0.05,0.0,0.0,0.0,0.05,Role-Playing
NBA ShootOut 2004,58,7.8,2003,4968,0.13,0.1,0.0,0.03,0.26,Sports
Casper: Spirit Dimensions,58,3.9,2001,6174,0.09,0.05,0.0,0.02,0.16,Platform
Backbreaker,58,7.3,2010,4134,0.33,0.0,0.0,0.02,0.35,Sports
DualPenSports,58,3.5,2011,7080,0.05,0.05,0.0,0.01,0.11,Sports
Gunblade NY & L.A. Machineguns Arcade Hits Pack,58,8.0,2010,7959,0.06,0.01,0.0,0.01,0.08,Shooter
Rayman DS,58,7.5,2005,4987,0.21,0.04,0.0,0.02,0.26,Platform
Punch King,58,,2002,8868,0.03,0.01,0.0,0.0,0.05,Fighting
Dungeons & Dragons Tactics,58,7.5,2007,7489,0.09,0.0,0.0,0.01,0.1,Strategy
Silent Hill: Book of Memories,58,5.0,2012,5164,0.13,0.06,0.0,0.04,0.24,Action
TRON: Evolution,58,6.0,2010,1838,0.78,0.21,0.0,0.1,1.12,Action
Jackass the Game,58,6.9,2007,3283,0.23,0.19,0.0,0.09,0.5,Action
Aliens in the Attic,58,6.7,2009,6808,0.12,0.0,0.0,0.01,0.13,Action
Super Army War,58,,2005,9542,0.03,0.01,0.0,0.0,0.04,Action
Clockwork Empires,58,3.0,2016,9410,0.0,0.03,0.0,0.0,0.04,Strategy
John Daly's ProStroke Golf,58,4.0,2010,7046,0.1,0.02,0.0,0.01,0.12,Sports
Untold Legends: Dark Kingdom,58,7.0,2006,5678,0.14,0.02,0.02,0.02,0.2,Role-Playing
Bleach: Soul Resurreccion,58,7.0,2011,3316,0.27,0.11,0.07,0.05,0.5,Fighting
Boogie,58,5.3,2007,2087,0.77,0.1,0.0,0.08,0.96,Misc
Yanya Caballista: City Skater,58,5.7,2001,9175,0.02,0.02,0.0,0.01,0.05,Sports
Pokemon Rumble World,58,6.0,2015,7744,0.0,0.01,0.08,0.0,0.09,Action
Virtua Striker 2002,58,6.6,2002,8853,0.01,0.0,0.03,0.0,0.05,Sports
PGA European Tour,58,8.0,2000,11333,0.01,0.0,0.0,0.0,0.01,Sports
Ninja Gaiden 3,58,4.8,2012,2222,0.5,0.18,0.14,0.09,0.88,Action
Pet Alien: An Intergalactic Puzzlepalooza,58,,2007,10157,0.03,0.0,0.0,0.0,0.03,Action
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,58,7.0,2005,3698,0.27,0.11,0.0,0.03,0.42,Action
Alone in the Dark,58,5.1,2008,2530,0.26,0.41,0.0,0.08,0.74,Adventure
Classic NES Series: Metroid,58,8.3,2004,3637,0.26,0.1,0.07,0.01,0.43,Adventure
ESPN X Games Skateboarding,58,7.7,2001,3144,0.31,0.19,0.0,0.05,0.54,Sports
Dynasty Warriors 7,58,7.7,2011,1784,0.41,0.21,0.46,0.08,1.16,Action
Code Lyoko: Quest for Infinity,58,7.8,2007,6756,0.1,0.02,0.0,0.01,0.13,Action
Assassin's Creed: Altair's Chronicles,58,6.4,2008,9146,0.03,0.01,0.0,0.0,0.05,Platform
Samurai Warriors 2,58,8.8,2006,2573,0.09,0.03,0.6,0.02,0.72,Action
Fishing Master,58,8.1,2007,4453,0.29,0.0,0.0,0.02,0.31,Misc
Iron Phoenix,58,6.5,2005,10408,0.02,0.0,0.0,0.0,0.02,Fighting
Fighter Maker 2,58,7.8,2002,8217,0.03,0.03,0.0,0.01,0.07,Fighting
The Terminator: Dawn of Fate,58,5.8,2002,3038,0.31,0.19,0.0,0.06,0.56,Action
Star Wars: Obi-Wan,58,5.8,2001,2634,0.52,0.16,0.0,0.02,0.7,Action
Dragon Ball Z: Ultimate Tenkaichi,58,5.6,2011,1780,0.66,0.28,0.1,0.12,1.16,Fighting
Bladestorm: Nightmare,58,6.0,2015,5188,0.1,0.06,0.06,0.02,0.24,Action
The Lord of the Rings: Aragorn's Quest,58,7.2,2010,2600,0.47,0.15,0.0,0.08,0.71,Action
Conflict: Denied Ops,58,4.1,2008,3878,0.13,0.2,0.0,0.05,0.39,Shooter
Samurai Shodown V,58,,2006,10750,0.02,0.0,0.0,0.0,0.02,Fighting
Lost in Blue 2,58,7.7,2007,8388,0.01,0.01,0.05,0.0,0.07,Adventure
Scarface: Money. Power. Respect.,58,3.0,2006,6296,0.15,0.0,0.0,0.01,0.16,Strategy
Marvel Nemesis: Rise of the Imperfects,58,7.2,2005,1110,1.52,0.16,0.0,0.16,1.83,Fighting
Wizards of Waverly Place,58,5.5,2009,2241,0.59,0.2,0.0,0.08,0.87,Misc
Pitfall: The Mayan Adventure,58,8.8,2001,4702,0.2,0.07,0.0,0.01,0.28,Platform
Game of Thrones,58,5.7,2012,2958,0.25,0.26,0.0,0.07,0.59,Role-Playing
Zapper: One Wicked Cricket!,58,4.0,2002,3388,0.32,0.14,0.0,0.02,0.48,Platform
Darkstone,58,7.6,2001,2747,0.37,0.25,0.0,0.04,0.66,Role-Playing
Rocky Balboa,58,6.6,2007,7272,0.01,0.09,0.0,0.01,0.11,Sports
Xiaolin Showdown,58,5.9,2006,7086,0.1,0.0,0.0,0.0,0.11,Action
BlowOut,58,6.5,2003,4709,0.15,0.1,0.0,0.03,0.28,Shooter
Cartoon Network: Punch Time Explosion,58,6.1,2011,7487,0.07,0.02,0.0,0.01,0.1,Fighting
Mega Man X7,58,7.1,2003,3002,0.22,0.17,0.14,0.06,0.58,Action
Army of Two: The Devil's Cartel,58,6.4,2013,3157,0.27,0.18,0.01,0.07,0.54,Shooter
SD Gundam Force: Showdown!,58,3.5,2004,9494,0.02,0.01,0.0,0.0,0.04,Shooter
Star Wars: Jedi Power Battles,58,4.8,2002,6567,0.1,0.04,0.0,0.0,0.14,Action
RLH: Run Like Hell,58,7.3,2002,6632,0.08,0.05,0.0,0.01,0.14,Shooter
Mario Party: Island Tour,57,6.0,2013,1100,0.61,0.59,0.55,0.11,1.85,Misc
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,57,5.3,2010,2992,0.17,0.33,0.0,0.1,0.58,Sports
Dirge of Cerberus: Final Fantasy VII,57,7.9,2006,1388,0.47,0.37,0.52,0.12,1.48,Shooter
Kuon,57,8.1,2004,10349,0.01,0.01,0.0,0.0,0.02,Adventure
Group S Challenge,57,6.3,2003,10323,0.02,0.0,0.0,0.0,0.02,Racing
Supercar Street Challenge,57,5.8,2001,1844,0.55,0.43,0.0,0.14,1.12,Racing
Curious George,57,7.7,2006,3483,0.31,0.13,0.0,0.02,0.46,Action
Sacred 3,57,2.8,2014,5699,0.06,0.1,0.02,0.03,0.2,Role-Playing
Driver '76,57,7.3,2007,5029,0.03,0.14,0.0,0.08,0.25,Racing
Space Chimps,57,5.3,2008,3966,0.29,0.05,0.0,0.04,0.38,Platform
NBA,57,6.9,2005,5515,0.2,0.0,0.0,0.02,0.21,Sports
Dragon Ball Z: Harukanaru Densetsu,57,6.5,2007,5499,0.19,0.0,0.0,0.02,0.21,Role-Playing
Naruto: Path of the Ninja,57,7.5,2007,3807,0.37,0.0,0.0,0.03,0.4,Role-Playing
Rampage: Total Destruction,57,6.5,2006,2051,0.68,0.23,0.0,0.08,0.99,Action
Showdown: Legends of Wrestling,57,6.0,2004,3681,0.24,0.14,0.0,0.04,0.42,Fighting
Corvette,57,6.3,2004,1098,1.03,0.63,0.0,0.19,1.85,Racing
The King of Route 66,57,,2003,8531,0.03,0.02,0.0,0.01,0.06,Racing
Endgame,57,6.8,2002,7904,0.04,0.03,0.0,0.01,0.08,Shooter
ESPN Great Outdoor Games Bass 2002,57,7.8,2001,9198,0.03,0.01,0.0,0.0,0.05,Sports
NFL QB Club 2001,57,7.5,2000,7040,0.11,0.01,0.0,0.0,0.12,Sports
Spy Hunter 2,57,6.4,2003,2837,0.34,0.22,0.0,0.06,0.62,Racing
Chronicles of Mystery: Curse of the Ancient Temple,57,,2009,5641,0.07,0.11,0.0,0.02,0.2,Adventure
Destruction Derby Arenas,57,8.1,2004,6753,0.06,0.05,0.0,0.02,0.13,Racing
Dungeons & Dragons: Eye of the Beholder,57,5.9,2002,4942,0.19,0.07,0.0,0.0,0.26,Role-Playing
Carmen Sandiego: The Secret of the Stolen Drums,57,7.8,2004,7467,0.07,0.03,0.0,0.01,0.1,Action
Dynasty Warriors Vol. 2,57,8.6,2006,9165,0.04,0.0,0.0,0.0,0.05,Action
Breach,57,4.4,2011,11492,0.01,0.0,0.0,0.0,0.01,Shooter
SpongeBob SquarePants: Creature from the Krusty Krab,57,6.3,2006,1536,1.15,0.09,0.0,0.09,1.33,Platform
Sydney 2000,57,6.4,2000,4876,0.15,0.1,0.0,0.02,0.27,Sports
The First Templar,57,6.1,2011,5836,0.12,0.05,0.0,0.02,0.19,Action
Zatch Bell! Mamodo Battles,57,7.9,2005,6601,0.09,0.04,0.0,0.01,0.14,Fighting
Dynasty Warriors 5: Xtreme Legends,57,8.3,2005,3019,0.11,0.08,0.35,0.03,0.57,Action
Neverland Card Battles,57,8.1,2008,8936,0.04,0.0,0.0,0.01,0.05,Role-Playing
Stronghold Legends,57,7.5,2006,11051,0.0,0.01,0.0,0.0,0.02,Strategy
Dragon Ball: Raging Blast,57,7.5,2009,1601,0.73,0.28,0.13,0.14,1.28,Fighting
Aegis of Earth: Protonovus Assault,57,6.4,2016,7737,0.05,0.02,0.0,0.01,0.09,Action
Ruff Trigger: The Vanocore Conspiracy,57,7.4,2006,10806,0.01,0.01,0.0,0.0,0.02,Platform
Savage Skies,56,,2002,7652,0.04,0.03,0.0,0.01,0.09,Shooter
WWE Crush Hour,56,6.4,2003,3642,0.23,0.15,0.0,0.04,0.43,Racing
We Cheer,56,7.3,2008,3178,0.48,0.0,0.0,0.04,0.53,Simulation
Combat Elite: WWII Paratroopers,56,7.0,2005,7623,0.05,0.03,0.0,0.01,0.09,Shooter
TV Superstars,56,4.9,2010,5117,0.07,0.13,0.0,0.05,0.25,Misc
Coded Arms: Contagion,56,6.8,2007,8822,0.05,0.0,0.0,0.01,0.06,Shooter
Scooby-Doo! Mystery Mayhem,56,7.4,2004,1630,0.81,0.36,0.0,0.09,1.26,Action
Dynasty Warriors DS: Fighter's Battle,56,6.8,2007,8396,0.04,0.0,0.03,0.0,0.07,Action
Scooby-Doo! Who's Watching Who?,56,,2006,6014,0.15,0.02,0.0,0.02,0.17,Adventure
The Chronicles of Narnia: Prince Caspian,56,5.7,2008,1553,1.0,0.21,0.0,0.13,1.32,Action
Gotcha Force,56,8.5,2003,9830,0.01,0.0,0.01,0.0,0.03,Shooter
High School Musical: Sing It!,56,,2007,489,1.63,0.53,0.0,1.49,3.64,Misc
Dance Factory,56,6.1,2006,9882,0.02,0.01,0.0,0.0,0.03,Action
Army Men: Sarge's War,56,6.5,2004,4944,0.21,0.05,0.0,0.0,0.26,Shooter
Sonic Riders: Zero Gravity,56,8.0,2008,1863,0.59,0.39,0.02,0.12,1.11,Racing
Active Life: Extreme Challenge,56,,2009,3387,0.15,0.27,0.0,0.06,0.48,Sports
Dynasty Warriors Advance,56,8.5,2005,7188,0.08,0.03,0.0,0.0,0.11,Action
Dragoneer's Aria,56,6.4,2007,8273,0.02,0.0,0.05,0.0,0.07,Role-Playing
Summer Athletics: The Ultimate Challenge,56,7.8,2008,5506,0.02,0.01,0.0,0.18,0.21,Sports
Star Wars The Clone Wars: Lightsaber Duels,56,6.5,2008,1212,1.23,0.3,0.0,0.14,1.68,Action
Carnival Games,56,4.6,2007,232,3.36,2.14,0.05,0.61,6.15,Misc
Iron Man,56,5.7,2008,506,2.07,0.92,0.0,0.56,3.53,Action
Viva Pinata: Party Animals,56,6.4,2007,5153,0.19,0.03,0.0,0.02,0.24,Misc
Yu Yu Hakusho: Dark Tournament,56,8.0,2004,5476,0.1,0.08,0.0,0.03,0.21,Fighting
Inversion,56,6.0,2012,6605,0.07,0.05,0.0,0.02,0.14,Shooter
Colosseum: Road to Freedom,56,8.2,2005,8184,0.03,0.03,0.0,0.01,0.07,Role-Playing
Spyro: Enter the Dragonfly,56,4.8,2002,706,1.29,1.09,0.0,0.3,2.68,Platform
EA Replay,56,6.0,2006,7242,0.09,0.0,0.0,0.01,0.11,Action
Super Monkey Ball Adventure,56,6.6,2006,4967,0.18,0.06,0.0,0.01,0.26,Platform
Touch the Dead,56,5.8,2007,5411,0.2,0.0,0.0,0.02,0.22,Shooter
Scene It? Bright Lights! Big Screen!,56,5.9,2009,3773,0.35,0.01,0.0,0.03,0.41,Misc
Pokemon Rumble Blast,56,6.8,2011,1802,0.47,0.26,0.35,0.07,1.14,Action
Miami Law,56,8.2,2009,7514,0.1,0.0,0.0,0.01,0.1,Adventure
WWE WrestleMania 21,56,6.9,2005,3521,0.34,0.1,0.0,0.02,0.45,Fighting
Kinect Star Wars,55,3.8,2012,1133,1.05,0.57,0.03,0.14,1.78,Action
Under the Skin,55,7.4,2004,9764,0.01,0.01,0.0,0.0,0.03,Action
Start the Party!,55,5.5,2010,2796,0.07,0.42,0.0,0.14,0.64,Misc
Genji: Days of the Blade,55,6.1,2006,2479,0.18,0.38,0.06,0.14,0.76,Action
Super Monkey Ball 3D,55,5.4,2011,3340,0.26,0.15,0.05,0.04,0.49,Action
Hercules: The Legendary Journeys,55,7.0,2000,9102,0.04,0.01,0.0,0.0,0.05,Role-Playing
Buzz Lightyear of Star Command,55,7.6,2000,2827,0.35,0.24,0.0,0.04,0.63,Platform
Monster Madness: Grave Danger,55,6.6,2008,8481,0.05,0.01,0.0,0.01,0.06,Shooter
Ford Mustang: The Legend Lives,55,7.4,2005,3965,0.21,0.13,0.0,0.04,0.38,Racing
Haze,55,6.4,2008,2033,0.49,0.33,0.02,0.15,1.0,Shooter
C.O.P.: The Recruit,55,7.5,2009,8008,0.05,0.02,0.0,0.01,0.08,Action
Pokemon Channel,55,6.4,2003,3975,0.24,0.06,0.07,0.01,0.38,Adventure
Medal of Honor: Warfighter,55,5.7,2012,631,1.19,1.27,0.07,0.42,2.96,Action
300: March to Glory,55,6.7,2007,3804,0.27,0.08,0.0,0.06,0.41,Action
Cartoon Network Racing,55,6.8,2006,9121,0.04,0.0,0.0,0.0,0.05,Action
Rush,55,,2006,6873,0.11,0.0,0.0,0.01,0.12,Racing
Hot Pixel,55,7.0,2007,9852,0.03,0.0,0.0,0.0,0.03,Puzzle
Insecticide,55,7.0,2008,8233,0.06,0.0,0.0,0.0,0.07,Action
You're in the Movies,55,5.2,2008,3369,0.27,0.17,0.0,0.05,0.48,Misc
Hoshigami: Ruining Blue Earth Remix,55,6.9,2007,11125,0.0,0.0,0.01,0.0,0.01,Role-Playing
Sniper: Ghost Warrior,55,5.7,2010,944,0.8,1.0,0.04,0.29,2.12,Shooter
Totaled!,55,,2002,8168,0.05,0.02,0.0,0.0,0.07,Racing
Frogger Advance: The Great Quest,55,7.8,2002,8352,0.05,0.02,0.0,0.0,0.07,Action
Cabela's Dangerous Hunts 2011,55,6.0,2010,1515,1.19,0.07,0.0,0.1,1.36,Sports
Classic NES Series: Donkey Kong,55,6.1,2004,2535,0.4,0.15,0.17,0.01,0.73,Platform
NHL FaceOff 2003,55,,2002,5318,0.11,0.09,0.0,0.03,0.23,Sports
Touhou Genso Rondo: Bullet Ballet,55,5.3,2016,10790,0.01,0.0,0.0,0.0,0.02,Shooter
GunGriffon: Allied Strike,55,,2004,9824,0.02,0.01,0.0,0.0,0.03,Simulation
Rune Factory: Tides of Destiny,55,8.2,2011,3626,0.28,0.0,0.13,0.02,0.43,Role-Playing
Mario & Sonic at the Sochi 2014 Olympic Winter Games,55,6.3,2013,2387,0.39,0.22,0.13,0.06,0.8,Sports
Mighty No. 9,55,4.0,2016,7962,0.06,0.01,0.0,0.01,0.08,Platform
WWE Survivor Series,55,8.2,2004,6781,0.09,0.04,0.0,0.0,0.13,Fighting
NBA Ballers: Chosen One,55,5.3,2008,4343,0.29,0.0,0.0,0.02,0.32,Sports
Mugen Souls,55,7.2,2012,6263,0.04,0.03,0.08,0.01,0.16,Role-Playing
Cake Mania,55,6.1,2007,7128,0.09,0.01,0.0,0.01,0.11,Puzzle
Warhammer: Battle March,55,7.3,2008,7117,0.09,0.02,0.0,0.01,0.11,Strategy
NCAA Final Four 2001,55,,2000,4163,0.18,0.13,0.0,0.03,0.35,Sports
Rugby World Cup 2011,55,4.8,2011,2872,0.03,0.46,0.0,0.12,0.61,Sports
The Great Escape,55,7.3,2003,4905,0.15,0.08,0.0,0.02,0.26,Action
The Cursed Crusade,55,5.0,2011,4058,0.15,0.15,0.01,0.05,0.36,Action
Lost: Via Domus,55,6.3,2008,1839,0.37,0.58,0.0,0.16,1.12,Action
Teenage Mutant Ninja Turtles: Mutants in Manhattan,55,5.7,2016,5893,0.08,0.08,0.0,0.02,0.18,Action
Marvel Super Hero Squad: The Infinity Gauntlet,55,7.0,2010,2136,0.7,0.14,0.0,0.08,0.93,Action
Saint Seiya: Brave Soldiers,55,7.4,2013,8464,0.0,0.01,0.06,0.0,0.07,Fighting
Don King Boxing,55,5.5,2009,4167,0.2,0.11,0.0,0.04,0.35,Sports
Virtua Quest,55,6.4,2005,9769,0.02,0.01,0.0,0.0,0.03,Role-Playing
Jaws Unleashed,55,7.2,2006,2511,0.61,0.05,0.0,0.09,0.75,Action
X-Men: The Official Game,55,7.1,2006,2018,0.71,0.24,0.0,0.07,1.01,Action
Tecmo Classic Arcade,55,,2005,8502,0.05,0.01,0.0,0.0,0.06,Misc
Salt Lake 2002,55,5.8,2002,5680,0.11,0.07,0.0,0.02,0.2,Sports
Homefront: The Revolution,54,4.3,2016,3529,0.1,0.28,0.03,0.05,0.45,Shooter
Knack,54,6.4,2013,1220,0.43,0.67,0.42,0.15,1.67,Platform
Pac-Man World Rally,54,8.0,2006,6508,0.11,0.03,0.0,0.0,0.14,Racing
Super Bubble Pop,54,5.5,2003,8582,0.05,0.01,0.0,0.0,0.06,Puzzle
Orphen: Scion of Sorcery,54,7.3,2000,4418,0.15,0.12,0.0,0.04,0.31,Role-Playing
Mario Party Advance,54,5.0,2005,2053,0.5,0.19,0.28,0.02,0.98,Misc
Iron Man 2,54,5.4,2010,1178,0.77,0.72,0.0,0.23,1.72,Action
UFC: Sudden Impact,54,8.0,2004,5889,0.09,0.07,0.0,0.02,0.18,Fighting
Hot Wheels Velocity X,54,7.2,2002,2523,0.44,0.24,0.0,0.06,0.74,Racing
Frogger: Ancient Shadow,54,6.1,2005,5929,0.11,0.06,0.0,0.01,0.18,Platform
Reality Fighters,54,3.6,2012,6670,0.06,0.06,0.0,0.03,0.14,Fighting
Dream Trigger 3D,54,6.3,2011,8450,0.04,0.02,0.0,0.01,0.07,Shooter
Sonic and the Black Knight,54,7.0,2009,1790,0.69,0.35,0.01,0.11,1.15,Platform
Duke Nukem Forever,54,5.1,2011,998,1.03,0.73,0.0,0.25,2.02,Shooter
Astro Boy,54,7.3,2004,7703,0.04,0.03,0.0,0.01,0.09,Action
Die Hard: Vendetta,54,7.0,2002,6943,0.09,0.02,0.0,0.0,0.12,Shooter
Minority Report: Everybody Runs,54,6.0,2002,2754,0.38,0.2,0.0,0.05,0.65,Action
World's Scariest Police Chases,54,7.4,2001,4104,0.2,0.14,0.0,0.02,0.36,Racing
Despicable Me: The Game - Minion Mayhem,54,,2010,3127,0.42,0.09,0.0,0.04,0.54,Puzzle
Spirit Camera: The Cursed Memoir,54,6.4,2012,5380,0.12,0.02,0.06,0.01,0.22,Adventure
Night at the Museum: Battle of the Smithsonian,54,7.0,2009,2440,0.36,0.34,0.0,0.08,0.78,Action
Dream Pinball 3D,54,7.6,2008,6020,0.13,0.03,0.0,0.01,0.17,Misc
Shaman King: Power of Spirit,54,8.3,2004,6782,0.06,0.05,0.0,0.02,0.13,Adventure
Dead to Rights II,54,6.1,2005,4421,0.18,0.1,0.0,0.03,0.31,Shooter
Top Gun: Hard Lock,54,3.5,2012,7660,0.03,0.05,0.0,0.01,0.09,Action
Frogger 3D,54,6.1,2011,5585,0.16,0.03,0.0,0.01,0.2,Action
Pokemon Mystery Dungeon: Explorers of Sky,54,9.0,2009,1292,0.58,0.44,0.44,0.12,1.58,Role-Playing
Ghost Rider,54,6.4,2007,5214,0.22,0.0,0.0,0.02,0.24,Action
Lost in Blue: Shipwrecked,54,6.0,2008,8101,0.07,0.0,0.0,0.01,0.08,Adventure
Disney Sing It,54,4.2,2008,767,1.68,0.58,0.0,0.25,2.51,Misc
Rise of Nightmares,54,7.7,2011,3435,0.28,0.13,0.01,0.04,0.47,Action
The Da Vinci Code,54,5.4,2006,5958,0.1,0.06,0.0,0.02,0.18,Action
Star Trek: Conquest,54,7.0,2007,5286,0.17,0.05,0.0,0.02,0.23,Strategy
Avatar: The Last Airbender - The Burning Earth,54,5.6,2007,1781,0.87,0.17,0.0,0.11,1.16,Action
X-Blades,54,6.2,2009,4753,0.17,0.05,0.04,0.03,0.28,Action
FaceBreaker,54,5.1,2008,4065,0.28,0.05,0.0,0.04,0.36,Fighting
Ninja Reflex,54,5.9,2008,5426,0.2,0.01,0.0,0.02,0.22,Action
Dead to Rights: Reckoning,54,7.1,2005,6729,0.12,0.0,0.0,0.01,0.13,Shooter
Strike Force Bowling,54,6.8,2004,2557,0.38,0.26,0.0,0.08,0.72,Sports
Real Pool,54,,2000,4701,0.14,0.11,0.0,0.04,0.28,Sports
Blades of Time,53,6.1,2012,5529,0.11,0.06,0.01,0.02,0.21,Action
Where the Wild Things Are,53,5.2,2009,3402,0.43,0.01,0.0,0.04,0.48,Platform
James Patterson Women's Murder Club: Games of Passion,53,,2009,3780,0.15,0.22,0.0,0.05,0.41,Adventure
Planet 51,53,,2009,2312,0.53,0.22,0.0,0.09,0.83,Action
SimAnimals Africa,53,6.3,2009,5159,0.18,0.03,0.0,0.02,0.24,Simulation
Yu-Gi-Oh! The Dawn of Destiny,53,7.7,2004,4430,0.23,0.07,0.0,0.01,0.31,Strategy
NBA ShootOut 2002,53,,2001,6641,0.08,0.05,0.0,0.01,0.14,Sports
Aidyn Chronicles: The First Mage,53,7.8,2001,7452,0.08,0.02,0.0,0.0,0.1,Role-Playing
Tour de France 2014,53,5.5,2014,9113,0.0,0.05,0.0,0.0,0.05,Sports
The History Channel: Civil War - A Nation Divided,53,6.7,2006,6591,0.13,0.0,0.0,0.01,0.14,Shooter
Food Network: Cook or Be Cooked,53,6.8,2009,3603,0.41,0.0,0.0,0.03,0.44,Misc
Namco Museum Megamix,53,8.7,2010,5540,0.2,0.0,0.0,0.01,0.21,Misc
Lair,53,6.4,2007,3212,0.36,0.04,0.08,0.04,0.52,Action
Family Guy,53,5.8,2006,5677,0.18,0.0,0.0,0.02,0.2,Action
Godzilla: Domination!,53,,2002,4698,0.2,0.07,0.0,0.01,0.28,Fighting
Doctor Lautrec and the Forgotten Knights,53,5.4,2011,6156,0.07,0.05,0.03,0.01,0.16,Adventure
NCAA GameBreaker 2003,53,,2002,5316,0.11,0.09,0.0,0.03,0.23,Sports
Destroy All Humans! Big Willy Unleashed,53,7.0,2008,6509,0.13,0.0,0.0,0.01,0.14,Action
SX Superstar,53,,2003,8448,0.06,0.02,0.0,0.0,0.07,Racing
Dead or Alive Xtreme 2,53,7.0,2006,4988,0.15,0.03,0.06,0.02,0.26,Sports
Dreamcast Collection,53,5.4,2011,5179,0.16,0.07,0.0,0.02,0.24,Misc
Iridion 3D,53,7.2,2001,3479,0.33,0.12,0.0,0.01,0.46,Shooter
PlayStation Move Heroes,53,6.6,2011,6059,0.08,0.06,0.0,0.03,0.17,Platform
BattleBots: Beyond the BattleBox,53,,2002,8565,0.04,0.01,0.0,0.0,0.06,Action
Dragon Ball Z: The Legacy of Goku,53,6.8,2002,1193,1.52,0.12,0.0,0.05,1.69,Role-Playing
A Game of Thrones: Genesis,53,4.1,2011,9404,0.0,0.03,0.0,0.01,0.04,Strategy
Bust-A-Move Bash!,53,3.5,2007,6208,0.13,0.01,0.0,0.01,0.16,Puzzle
Tom Clancy's Splinter Cell 3D,53,5.8,2011,4578,0.14,0.07,0.07,0.02,0.3,Action
Tony Hawk: Shred,53,6.7,2010,1874,0.76,0.25,0.0,0.1,1.1,Sports
Classic NES Series: Pac-Man,53,8.6,2004,3500,0.25,0.09,0.12,0.01,0.46,Puzzle
Blade II,53,6.6,2002,3609,0.25,0.15,0.0,0.04,0.44,Action
Rune: Viking Warlord,53,7.6,2001,4954,0.13,0.1,0.0,0.03,0.26,Action
Dark Angel: Vampire Apocalypse,53,5.6,2001,7585,0.04,0.03,0.0,0.01,0.09,Role-Playing
Fairytale Fights,53,5.8,2009,4236,0.25,0.06,0.0,0.03,0.34,Action
Hysteria Hospital: Emergency Ward,53,6.0,2009,6187,0.15,0.0,0.0,0.01,0.16,Action
Cy Girls,53,8.8,2004,9588,0.02,0.01,0.0,0.0,0.04,Action
World Championship Poker: Featuring Howard Lederer - All In,53,,2006,1173,0.86,0.64,0.0,0.22,1.73,Misc
EyeToy: Operation Spy,53,,2005,7352,0.05,0.04,0.0,0.01,0.1,Action
NBA Starting Five,53,7.3,2002,5690,0.11,0.08,0.0,0.02,0.2,Sports
Portal Runner,53,7.4,2001,6679,0.06,0.05,0.0,0.02,0.13,Platform
Bodycount,53,4.4,2011,5301,0.12,0.09,0.0,0.03,0.23,Shooter
Crime Lab: Body of Evidence,53,,2010,8418,0.05,0.01,0.0,0.0,0.07,Adventure
Eat Lead: The Return of Matt Hazard,53,6.5,2009,4921,0.19,0.03,0.0,0.02,0.26,Shooter
Bionicle,52,5.4,2003,2399,0.48,0.24,0.0,0.07,0.79,Action
Hail to the Chimp,52,5.2,2008,7277,0.1,0.0,0.0,0.0,0.11,Misc
Kinect Joy Ride,52,4.9,2010,1440,0.92,0.4,0.0,0.12,1.44,Racing
Sniper: Ghost Warrior 2,52,5.9,2013,2767,0.13,0.37,0.03,0.1,0.65,Shooter
Escape Dead Island,52,3.4,2014,6112,0.06,0.09,0.0,0.02,0.17,Action
Resident Evil: Operation Raccoon City,52,4.7,2012,1015,1.03,0.43,0.39,0.17,2.0,Action
Gangs of London,52,6.8,2006,2089,0.3,0.44,0.0,0.22,0.96,Adventure
WinBack 2: Project Poseidon,52,,2006,11360,0.01,0.01,0.0,0.0,0.01,Shooter
SoulCalibur Legends,52,5.8,2007,5713,0.16,0.01,0.0,0.01,0.19,Action
Ant Nation,52,,2009,8304,0.06,0.01,0.0,0.01,0.07,Simulation
Over the Hedge: Hammy Goes Nuts!,52,,2006,5913,0.17,0.0,0.0,0.01,0.18,Platform
The Dukes of Hazzard: Return of the General Lee,52,6.8,2004,4684,0.17,0.1,0.0,0.03,0.29,Racing
Seven Samurai 20XX,52,7.4,2004,7973,0.04,0.03,0.0,0.01,0.08,Action
NCAA Final Four 2002,52,6.5,2001,4480,0.15,0.12,0.0,0.04,0.31,Sports
The Ant Bully,52,5.0,2006,4174,0.25,0.07,0.0,0.02,0.35,Platform
Winter Sports: The Ultimate Challenge,52,6.8,2007,1634,0.45,0.68,0.0,0.12,1.26,Sports
Ford Bold Moves Street Racing,52,5.4,2006,8954,0.04,0.0,0.0,0.0,0.05,Racing
Tetris Evolution,52,8.0,2007,7249,0.08,0.02,0.0,0.01,0.11,Puzzle
