Name,meta_score,user_review,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre
Kya: Dark Lineage,69,8.4,2003,6230,0.08,0.06,0.0,0.02,0.16,Adventure
Kingdom Hearts Re: Chain of Memories,68,7.7,2008,2234,0.73,0.03,0.0,0.12,0.87,Role-Playing
Painkiller: Hell Wars,68,7.7,2006,9474,0.03,0.01,0.0,0.0,0.04,Shooter
Pokemon Ranger: Guardian Signs,68,8.1,2010,1539,0.51,0.17,0.58,0.06,1.33,Role-Playing
Link's Crossbow Training,68,7.2,2007,320,3.06,1.18,0.29,0.46,5.0,Shooter
Atari Anthology,68,6.2,2004,2771,0.52,0.06,0.0,0.06,0.65,Misc
Whiplash,68,8.4,2003,5825,0.1,0.06,0.0,0.02,0.19,Racing
Disney's Tarzan: Return to the Jungle,68,,2002,4119,0.25,0.09,0.0,0.01,0.35,Action
Silent Hill: Downpour,68,7.2,2012,2374,0.43,0.24,0.04,0.09,0.8,Action
The Technomancer,68,6.8,2016,7987,0.02,0.05,0.0,0.01,0.08,Role-Playing
Dynasty Warriors 8,68,7.8,2013,2458,0.21,0.16,0.34,0.06,0.77,Action
Overlord: Dark Legend,68,7.7,2009,3968,0.12,0.22,0.0,0.04,0.38,Action
World Tour Soccer 2005,68,7.9,2004,6207,0.08,0.06,0.0,0.02,0.16,Sports
Crash Bash,68,8.1,2000,529,1.56,1.47,0.19,0.17,3.39,Misc
Orcs & Elves,68,7.6,2007,8802,0.06,0.0,0.0,0.01,0.06,Role-Playing
Blitz: The League II,68,7.4,2008,5005,0.19,0.04,0.0,0.03,0.26,Sports
Koihime Enbu,68,6.7,2016,10467,0.0,0.0,0.02,0.0,0.02,Fighting
MySims Racing,68,6.8,2009,1869,0.45,0.52,0.0,0.12,1.1,Racing
MX vs. ATV Unleashed: On the Edge,68,8.1,2006,2649,0.64,0.0,0.0,0.05,0.69,Racing
Rise of the Kasai,68,6.7,2005,5816,0.09,0.07,0.0,0.02,0.19,Action
Medal of Honor: Rising Sun,68,6.6,2003,199,3.07,2.68,0.13,0.86,6.72,Shooter
Lost Kingdoms II,68,8.3,2003,8815,0.04,0.01,0.0,0.0,0.06,Role-Playing
Ducati World Racing Challenge,68,6.8,2001,10068,0.02,0.01,0.0,0.0,0.03,Racing
Lost Planet 2,68,6.4,2010,1157,0.67,0.6,0.28,0.2,1.75,Shooter
Tales of Symphonia: Dawn of the New World,68,7.4,2008,3138,0.22,0.05,0.24,0.03,0.54,Role-Playing
Blinx 2: Masters of Time & Space,68,8.6,2004,6398,0.12,0.03,0.0,0.01,0.15,Platform
Suikoden Tactics,68,8.5,2005,5624,0.06,0.05,0.07,0.02,0.2,Strategy
G-Force,68,7.6,2009,1000,1.06,0.62,0.0,0.34,2.02,Action
Pure Pinball,68,7.8,2004,9626,0.03,0.01,0.0,0.0,0.04,Misc
Deadly Premonition,68,8.3,2010,3736,0.26,0.11,0.0,0.04,0.42,Action
MotoGP 10/11,68,6.9,2011,5238,0.04,0.15,0.0,0.05,0.23,Racing
Evil Dead: Regeneration,68,8.0,2005,4688,0.16,0.1,0.0,0.03,0.29,Action
The Punisher,68,8.4,2005,2357,0.47,0.26,0.0,0.08,0.81,Action
Star Wars The Clone Wars: Jedi Alliance,68,7.7,2008,2415,0.62,0.11,0.0,0.07,0.79,Action
Ultimate Fighting Championship: Throwdown,68,8.0,2002,3839,0.22,0.14,0.0,0.04,0.4,Fighting
Batman: Arkham Origins Blackgate,68,6.9,2013,2372,0.36,0.29,0.0,0.15,0.8,Action
Viking: Battle for Asgard,68,7.7,2008,2297,0.3,0.42,0.0,0.12,0.84,Action
Pokemon Ranger: Shadows of Almia,68,8.1,2008,844,0.95,0.54,0.62,0.18,2.3,Role-Playing
The Legend of Heroes: A Tear of Vermillion,68,7.9,2005,7733,0.08,0.0,0.0,0.01,0.09,Role-Playing
Juiced,68,7.6,2005,2593,0.39,0.24,0.0,0.08,0.71,Racing
Major League Baseball 2K12,68,5.4,2012,1948,1.0,0.0,0.0,0.07,1.06,Sports
Wii Party,68,7.9,2010,126,1.79,3.53,2.49,0.68,8.49,Misc
Buzz! Master Quiz,68,7.0,2008,2255,0.2,0.44,0.0,0.23,0.87,Misc
Brain Challenge,68,6.3,2008,3572,0.41,0.01,0.0,0.03,0.45,Misc
Midway Arcade Treasures 3,68,7.0,2005,4409,0.19,0.09,0.0,0.02,0.31,Misc
Terminator 3: The Redemption,68,7.4,2004,5034,0.15,0.07,0.0,0.02,0.25,Shooter
Yu-Gi-Oh! World Championship Tournament 2004,68,7.7,2004,3049,0.4,0.15,0.0,0.01,0.56,Misc
Army Men: RTS,68,7.8,2002,5896,0.1,0.05,0.0,0.01,0.18,Strategy
Ball Breakers,68,5.3,2000,5878,0.1,0.07,0.0,0.01,0.18,Action
Monster Hunter,68,8.8,2004,3291,0.11,0.08,0.28,0.03,0.5,Role-Playing
Ice Age 2: The Meltdown,68,8.0,2006,1773,0.78,0.3,0.0,0.08,1.16,Platform
Commander: Conquest of the Americas,68,5.3,2010,10036,0.0,0.02,0.0,0.01,0.03,Strategy
Treasure World,68,,2009,5700,0.19,0.0,0.0,0.01,0.2,Simulation
Zendoku,68,,2007,8578,0.05,0.0,0.0,0.0,0.06,Puzzle
NBA 07,68,6.7,2006,3361,0.43,0.01,0.01,0.04,0.48,Sports
The Invincible Iron Man,68,,2002,9349,0.03,0.01,0.0,0.0,0.04,Action
The Biggest Loser: Ultimate Workout,68,,2010,2190,0.73,0.1,0.0,0.06,0.9,Sports
Banjo-Pilot,68,6.2,2005,7437,0.07,0.03,0.0,0.0,0.1,Racing
Big Brain Academy: Wii Degree,68,7.0,2007,462,1.06,1.93,0.41,0.43,3.82,Misc
Horse Life,68,,2007,6791,0.09,0.02,0.0,0.01,0.13,Simulation
Ninja Blade,68,6.5,2009,4317,0.14,0.14,0.02,0.03,0.33,Action
Mega Man X8,68,8.8,2004,4645,0.14,0.11,0.0,0.04,0.29,Platform
Fortune Street,68,7.6,2011,3321,0.27,0.04,0.17,0.02,0.5,Misc
Little Red Riding Hood's Zombie BBQ,68,7.7,2008,9528,0.03,0.0,0.0,0.0,0.04,Shooter
Spider-Man: Battle for New York,68,6.8,2006,6811,0.12,0.0,0.0,0.01,0.13,Platform
Driven,68,5.2,2001,4969,0.16,0.09,0.0,0.02,0.26,Racing
MotoGP 08,68,5.8,2008,2094,0.19,0.44,0.0,0.33,0.96,Racing
Lost Magic,68,8.0,2006,7025,0.09,0.0,0.02,0.01,0.12,Role-Playing
Smash Court Tennis 3,68,6.4,2007,6261,0.09,0.03,0.01,0.02,0.16,Sports
Magnetica,68,8.1,2006,6596,0.08,0.01,0.03,0.01,0.14,Puzzle
Ty the Tasmanian Tiger 3: Night of the Quinkan,68,7.6,2005,4171,0.22,0.11,0.0,0.02,0.35,Action
Infinite Undiscovery,68,7.1,2008,2622,0.34,0.18,0.12,0.06,0.7,Role-Playing
Death Jr. II: Root of Evil,68,7.5,2006,8721,0.05,0.0,0.0,0.0,0.06,Platform
Devil May Cry 2,68,7.2,2003,1022,0.71,0.58,0.51,0.17,1.97,Action
Phantasy Star Universe,68,7.3,2006,4403,0.09,0.02,0.19,0.01,0.31,Role-Playing
Untold Legends: Brotherhood of the Blade,68,7.7,2005,1885,0.54,0.33,0.01,0.22,1.1,Role-Playing
Sigma Star Saga,68,8.6,2005,8932,0.04,0.01,0.0,0.0,0.05,Role-Playing
Disney's Chicken Little,68,8.5,2005,1144,1.13,0.51,0.0,0.1,1.76,Platform
Armored Core V,68,7.2,2012,2840,0.22,0.07,0.28,0.03,0.62,Simulation
TouchMaster 3,68,,2009,3619,0.3,0.11,0.0,0.04,0.44,Puzzle
WWE Raw 2,68,7.4,2003,3064,0.43,0.11,0.0,0.02,0.56,Fighting
Grandia Xtreme,68,7.6,2002,3945,0.07,0.05,0.25,0.02,0.38,Role-Playing
WWF Raw,68,6.1,2002,3076,0.4,0.13,0.0,0.02,0.55,Fighting
Men of War: Vietnam,68,5.3,2011,9511,0.0,0.03,0.0,0.01,0.04,Strategy
Mytran Wars,68,8.1,2009,7026,0.08,0.02,0.0,0.02,0.12,Strategy
Gungrave: Overdose,68,8.4,2004,6551,0.07,0.05,0.0,0.02,0.14,Shooter
Tetris Ultimate,68,4.3,2014,11081,0.0,0.01,0.0,0.0,0.01,Puzzle
Legasista,68,6.7,2012,9278,0.0,0.0,0.04,0.0,0.04,Role-Playing
Kung Fu Chaos,68,8.5,2003,4726,0.21,0.06,0.0,0.01,0.28,Fighting
Shadow Man: 2econd Coming,68,8.0,2002,6250,0.08,0.06,0.0,0.02,0.16,Adventure
We Ski,67,8.5,2008,1189,0.99,0.42,0.14,0.15,1.7,Sports
Sword Art Online: Hollow Fragment,67,7.6,2014,3679,0.0,0.1,0.3,0.02,0.42,Role-Playing
Star Fox: Assault,67,8.1,2005,1923,0.68,0.18,0.19,0.03,1.08,Shooter
Shattered Union,67,6.6,2005,9473,0.03,0.01,0.0,0.0,0.04,Strategy
Pony Friends,67,6.6,2007,9023,0.0,0.05,0.0,0.01,0.05,Simulation
The Legend of Legacy,67,7.1,2015,5087,0.11,0.02,0.1,0.01,0.25,Role-Playing
Tom Clancy's Splinter Cell Classic Trilogy HD,67,7.1,2011,10944,0.02,0.0,0.0,0.0,0.02,Action
Rayman Raving Rabbids 2,67,7.4,2007,710,1.56,0.83,0.0,0.26,2.65,Misc
The Incredibles: Rise of the Underminer,67,7.2,2005,1751,0.79,0.31,0.0,0.07,1.18,Action
Wallace & Gromit in Project Zoo,67,2.8,2003,4295,0.18,0.11,0.0,0.03,0.33,Platform
Naval Ops: Warship Gunner,67,8.3,2003,7064,0.05,0.04,0.0,0.01,0.11,Simulation
Teenage Zombies: Invasion of the Alien Brain Thingys,67,8.2,2008,9429,0.03,0.0,0.0,0.0,0.04,Adventure
Assault Suit Leynos,67,6.9,2016,10856,0.01,0.0,0.0,0.0,0.02,Shooter
SOCOM 4: U.S. Navy SEALs,67,6.5,2011,2187,0.66,0.12,0.04,0.08,0.9,Shooter
Rocky: Legends,67,7.0,2004,4015,0.2,0.12,0.0,0.03,0.37,Action
Go! Go! Hypergrind,67,5.8,2003,9847,0.02,0.01,0.0,0.0,0.03,Sports
Mystic Heroes,67,8.4,2002,6447,0.06,0.03,0.04,0.01,0.15,Action
Rhapsody: A Musical Adventure,67,7.9,2008,7513,0.07,0.01,0.0,0.0,0.1,Role-Playing
Cursed Mountain,67,7.5,2009,5385,0.09,0.1,0.0,0.02,0.22,Adventure
Planet Monsters,67,,2001,11486,0.01,0.0,0.0,0.0,0.01,Action
Still Life 2,67,5.6,2009,10832,0.0,0.01,0.0,0.0,0.02,Adventure
Shadowrun,67,6.8,2007,3448,0.41,0.02,0.0,0.04,0.47,Role-Playing
Dragon Ball Z: Budokai,67,7.3,2002,470,2.7,0.42,0.55,0.1,3.78,Fighting
F-14 Tomcat,67,8.0,2001,2608,0.5,0.19,0.0,0.01,0.7,Action
NASCAR '14,67,4.9,2014,4910,0.24,0.0,0.0,0.02,0.26,Racing
Real Heroes: Firefighter,67,8.3,2009,2782,0.56,0.04,0.0,0.05,0.65,Action
Looney Tunes: Cartoon Conductor,67,,2008,8891,0.04,0.0,0.0,0.0,0.05,Misc
NCAA March Madness 07,67,7.8,2007,2454,0.47,0.22,0.0,0.09,0.77,Sports
Legend of Kay Anniversary,67,6.2,2015,10168,0.0,0.03,0.0,0.0,0.03,Action
Freestyle Metal X,67,8.3,2003,6780,0.07,0.03,0.0,0.01,0.13,Racing
Dave Mirra Freestyle BMX: Maximum Remix,67,7.3,2001,4803,0.15,0.1,0.0,0.02,0.27,Sports
Legacy of Ys: Books I & II,67,5.5,2009,10184,0.02,0.0,0.0,0.0,0.03,Role-Playing
Galleon: Islands of Mystery,67,6.7,2004,9976,0.02,0.01,0.0,0.0,0.03,Action
MySims SkyHeroes,67,4.8,2010,2288,0.57,0.2,0.0,0.08,0.85,Action
Fuel,67,7.1,2009,2969,0.17,0.33,0.0,0.09,0.58,Racing
Bust-A-Move Deluxe,67,,2006,6598,0.13,0.0,0.0,0.01,0.14,Puzzle
R: Racing Evolution,67,6.8,2003,3567,0.26,0.15,0.0,0.04,0.45,Racing
Smash Cars,67,6.9,2003,7161,0.06,0.04,0.0,0.01,0.11,Racing
Outlaw Tennis,67,7.4,2005,6892,0.07,0.04,0.0,0.01,0.12,Sports
Haunting Ground,67,8.8,2005,8441,0.03,0.03,0.0,0.01,0.07,Action
Kane & Lynch: Dead Men,67,4.4,2007,1352,0.65,0.63,0.02,0.21,1.52,Shooter
World Championship Poker: Deluxe Series,67,,2005,7858,0.07,0.0,0.0,0.01,0.08,Misc
Code of Princess,67,7.4,2012,5606,0.16,0.0,0.03,0.01,0.2,Action
Blackthorne,67,8.3,2003,11162,0.01,0.0,0.0,0.0,0.01,Action
Tsugunai: Atonement,67,8.6,2001,8668,0.02,0.01,0.02,0.0,0.06,Role-Playing
NFL Quarterback Club 2002,67,7.8,2001,4828,0.15,0.09,0.0,0.03,0.27,Sports
Star Wars: Demolition,67,7.4,2000,3501,0.25,0.17,0.0,0.03,0.46,Racing
Tycoon City: New York,67,7.9,2006,10818,0.0,0.02,0.0,0.0,0.02,Strategy
Guinness World Records: The Videogame,67,7.0,2008,1309,0.93,0.48,0.0,0.15,1.56,Action
East India Company,67,5.8,2009,11131,0.01,0.0,0.0,0.0,0.01,Strategy
Batman: Rise of Sin Tzu,67,7.5,2003,2957,0.35,0.18,0.0,0.05,0.59,Action
The Godfather II,67,7.0,2009,1323,0.88,0.46,0.02,0.19,1.54,Action
NFL Head Coach 09,67,7.6,2008,5045,0.24,0.0,0.0,0.02,0.25,Sports
Crash Bandicoot Purple: Ripto's Rampage,67,6.3,2004,2789,0.46,0.17,0.0,0.01,0.64,Platform
Extermination,67,7.9,2001,3105,0.21,0.16,0.12,0.05,0.55,Action
Trivial Pursuit,67,6.4,2009,1361,0.54,0.65,0.0,0.33,1.51,Misc
Full Auto 2: Battlelines,67,7.2,2006,5770,0.14,0.03,0.0,0.02,0.19,Racing
Namco Museum DS,67,6.2,2007,1522,1.18,0.01,0.06,0.09,1.35,Misc
"Warhammer 40,000: Squad Command",67,7.8,2007,3848,0.16,0.15,0.0,0.09,0.4,Strategy
Disney's Meet the Robinsons,67,5.7,2007,4305,0.29,0.01,0.0,0.02,0.33,Action
Dewy's Adventure,67,6.3,2007,6290,0.14,0.0,0.01,0.01,0.16,Platform
Cooking Mama,67,7.3,2006,259,3.13,1.94,0.07,0.58,5.72,Simulation
Circus Maximus: Chariot Wars,67,6.3,2002,8192,0.05,0.02,0.0,0.0,0.07,Racing
18 Wheeler: American Pro Trucker,67,6.2,2001,3243,0.29,0.17,0.0,0.05,0.51,Racing
CrossworDS,67,6.8,2008,3112,0.51,0.0,0.0,0.04,0.55,Puzzle
MVP Baseball,67,7.7,2005,5557,0.2,0.0,0.0,0.02,0.21,Sports
Touch Detective 2 1/2,67,,2007,7282,0.09,0.0,0.01,0.01,0.11,Adventure
Teenage Mutant Ninja Turtles: Smash-Up,67,8.1,2009,3034,0.44,0.08,0.0,0.06,0.57,Fighting
Fisherman's Challenge,67,6.8,2003,9553,0.02,0.02,0.0,0.01,0.04,Sports
Mario & Sonic at the London 2012 Olympic Games,66,7.1,2011,326,1.32,2.55,0.54,0.56,4.97,Sports
Fallout: Brotherhood of Steel,66,4.6,2004,6886,0.07,0.04,0.0,0.01,0.12,Role-Playing
Batman Begins,66,7.5,2005,1890,0.66,0.33,0.0,0.08,1.09,Action
Geist,66,8.2,2005,6393,0.11,0.03,0.0,0.0,0.15,Adventure
Rubik's World,66,,2008,4878,0.23,0.02,0.0,0.02,0.27,Puzzle
Dragon Ball Z: Supersonic Warriors 2,66,7.5,2005,3310,0.14,0.02,0.32,0.02,0.5,Fighting
Time Crisis: Crisis Zone,66,7.8,2004,5399,0.11,0.09,0.0,0.03,0.22,Shooter
MediEvil: Resurrection,66,8.3,2005,2338,0.19,0.41,0.0,0.22,0.82,Adventure
Tecmo Bowl: Kickoff,66,7.3,2008,6956,0.11,0.0,0.0,0.01,0.12,Sports
Animal Crossing: Happy Home Designer,66,7.0,2015,626,0.47,1.0,1.39,0.12,2.98,Simulation
Cloudy With a Chance of Meatballs,66,6.0,2009,2854,0.54,0.03,0.0,0.06,0.62,Platform
The Lord of the Rings: War in the North,66,7.2,2011,1069,0.81,0.82,0.01,0.26,1.9,Action
Looney Tunes: Duck Amuck,66,8.0,2007,4488,0.28,0.0,0.0,0.02,0.3,Action
Prey the Stars,66,,2008,8012,0.07,0.0,0.0,0.01,0.08,Action
F.E.A.R. Files,66,7.4,2007,7728,0.07,0.01,0.0,0.01,0.09,Shooter
Rumble Roses,66,8.7,2004,3888,0.19,0.15,0.0,0.05,0.39,Fighting
Mobile Suit Gundam: Encounters in Space,66,8.5,2003,2571,0.05,0.04,0.61,0.01,0.72,Simulation
Return to Castle Wolfenstein: Operation Resurrection,66,8.1,2003,3185,0.26,0.2,0.0,0.07,0.53,Shooter
Unsolved Crimes,66,8.3,2008,8879,0.04,0.01,0.0,0.0,0.05,Adventure
One Piece: Burning Blood,66,6.8,2016,3646,0.13,0.12,0.14,0.05,0.43,Fighting
The Last Remnant,66,7.5,2008,2633,0.25,0.21,0.18,0.06,0.7,Role-Playing
Samurai Champloo: Sidetracked,66,7.1,2006,9194,0.03,0.02,0.0,0.01,0.05,Action
Kinect Sports: Season Two,66,6.8,2011,813,1.38,0.74,0.02,0.22,2.36,Sports
Fantastic Pets,66,7.5,2011,3803,0.3,0.08,0.0,0.03,0.41,Simulation
NASCAR Heat Evolution,66,4.2,2016,9136,0.05,0.0,0.0,0.01,0.05,Racing
S.L.A.I.: Steel Lancer Arena International,66,8.2,2005,10019,0.01,0.01,0.0,0.0,0.03,Simulation
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,66,8.7,2005,3709,0.3,0.11,0.0,0.01,0.42,Misc
PoPoLoCrois,66,7.5,2005,8671,0.05,0.0,0.0,0.0,0.06,Role-Playing
Dragon Ball Z: Battle of Z,66,6.1,2014,3163,0.11,0.21,0.12,0.08,0.53,Fighting
Final Fantasy Crystal Chronicles: The Crystal Bearers,66,8.8,2009,3838,0.22,0.08,0.08,0.03,0.4,Action
Classic NES Series: Dr. Mario,66,8.2,2004,3074,0.31,0.11,0.13,0.01,0.56,Puzzle
UFC: Tapout 2,66,7.3,2003,7553,0.08,0.02,0.0,0.0,0.1,Fighting
Jam Sessions 2,66,,2009,8498,0.06,0.0,0.0,0.0,0.06,Misc
Ragnarok Odyssey,66,7.8,2012,3471,0.25,0.02,0.16,0.04,0.46,Role-Playing
Neopets Petpet Adventures: The Wand of Wishing,66,7.7,2006,6904,0.11,0.0,0.0,0.01,0.12,Adventure
MechAssault: Phantom War,66,4.5,2006,10088,0.03,0.0,0.0,0.0,0.03,Simulation
Gretzky NHL 2005,66,8.7,2004,6090,0.08,0.07,0.0,0.02,0.17,Sports
Arthur and the Invisibles,66,6.3,2007,9702,0.03,0.0,0.0,0.0,0.03,Adventure
DJ Star,66,,2009,11012,0.01,0.0,0.0,0.0,0.02,Misc
The House of the Dead 2 & 3 Return,66,7.6,2008,1398,0.78,0.5,0.03,0.15,1.47,Shooter
Pirates of the Caribbean: At World's End,66,6.6,2007,691,1.5,0.79,0.02,0.4,2.74,Action
Armored Core: Verdict Day,66,7.6,2013,7034,0.0,0.0,0.12,0.0,0.12,Simulation
The Settlers: Rise of an Empire,66,7.3,2007,10436,0.01,0.01,0.0,0.0,0.02,Strategy
Classic NES Series: Excitebike,66,7.8,2004,5099,0.11,0.04,0.1,0.01,0.25,Racing
Bust A Groove 2,66,8.6,1999,4931,0.04,0.03,0.18,0.02,0.26,Misc
My Frogger: Toy Trials,66,6.0,2006,10077,0.02,0.0,0.0,0.0,0.03,Action
Star Trek Online,66,6.2,2010,10919,0.0,0.02,0.0,0.0,0.02,Role-Playing
World Championship Poker,66,7.9,2004,1254,1.29,0.19,0.0,0.15,1.63,Misc
Mario Party 10,66,6.4,2015,1318,0.69,0.5,0.24,0.11,1.55,Misc
Arena Football,66,7.9,2006,2582,0.39,0.25,0.0,0.08,0.71,Sports
Spyborgs,66,6.9,2009,7235,0.1,0.01,0.0,0.01,0.11,Action
Harry Potter and the Half-Blood Prince,66,4.9,2009,558,1.12,1.31,0.0,0.82,3.24,Action
Duel Masters: Kaijudo Showdown,66,,2004,5457,0.16,0.06,0.0,0.0,0.22,Misc
Battlestar Galactica,66,7.0,2003,5208,0.14,0.08,0.0,0.02,0.24,Shooter
Grabbed by the Ghoulies,66,7.7,2003,6650,0.11,0.03,0.0,0.01,0.14,Action
Tamagotchi Connection: Corner Shop 2,66,5.8,2006,2063,0.09,0.02,0.86,0.01,0.98,Simulation
NASCAR,66,5.5,2006,7408,0.09,0.0,0.0,0.01,0.1,Racing
The King of Fighters 2006,66,8.5,2006,7953,0.01,0.01,0.05,0.0,0.08,Fighting
Angry Birds Trilogy,66,4.4,2012,1953,0.68,0.28,0.0,0.09,1.06,Action
Duel Masters,66,8.3,2004,4818,0.13,0.1,0.0,0.03,0.27,Strategy
Classic NES Series: Ice Climber,66,7.4,2004,4186,0.1,0.04,0.2,0.01,0.34,Platform
Dragon Ball Z: Budokai 2,66,7.3,2003,705,1.84,0.28,0.51,0.07,2.68,Fighting
Black & Bruised,66,,2003,5517,0.12,0.07,0.0,0.02,0.21,Fighting
Sonic Unleashed,66,7.9,2008,328,2.75,1.38,0.03,0.8,4.95,Platform
Ape Escape: On the Loose,66,7.0,2005,2615,0.52,0.01,0.12,0.05,0.7,Platform
Disney's A Christmas Carol,66,6.4,2009,5112,0.22,0.01,0.0,0.02,0.25,Adventure
Kane & Lynch 2: Dog Days,66,5.4,2010,1799,0.37,0.57,0.06,0.16,1.15,Shooter
EA Playground,66,7.6,2007,1253,0.98,0.49,0.0,0.16,1.63,Sports
Carnival Island,66,5.2,2011,5324,0.13,0.06,0.0,0.04,0.23,Misc
Barnyard,66,7.5,2006,4593,0.21,0.07,0.0,0.01,0.3,Action
The Black Eyed Peas Experience,66,5.8,2011,2058,0.59,0.3,0.0,0.09,0.98,Misc
Monopoly Streets,66,5.7,2010,1425,0.56,0.72,0.0,0.18,1.45,Misc
Pac-Man World 3,66,6.8,2005,2584,0.51,0.14,0.0,0.06,0.71,Platform
Heroes of Mana,66,7.8,2007,6381,0.08,0.01,0.05,0.01,0.15,Strategy
AirForce Delta Strike,66,7.0,2004,7224,0.05,0.04,0.0,0.01,0.11,Simulation
Tomb Raider: The Prophecy,66,8.3,2002,6549,0.1,0.04,0.0,0.0,0.14,Action
Home Run King,66,7.5,2002,7113,0.09,0.02,0.0,0.0,0.11,Sports
Disney's The Emperor's New Groove,66,7.3,2000,4477,0.17,0.12,0.0,0.02,0.31,Platform
New Play Control! Mario Power Tennis,65,7.7,2009,1389,0.37,0.69,0.28,0.14,1.48,Sports
Neo Contra,65,7.4,2004,5512,0.1,0.08,0.0,0.03,0.21,Shooter
Armored Core 4,65,7.2,2007,3561,0.28,0.01,0.12,0.03,0.45,Simulation
Cooking Mama 3: Shop & Chop,65,5.9,2009,1160,0.83,0.66,0.08,0.18,1.75,Simulation
Too Human,65,7.0,2008,2411,0.38,0.3,0.03,0.08,0.79,Role-Playing
LEGO Battles,65,8.6,2009,1563,0.81,0.38,0.0,0.12,1.31,Strategy
NFL GameDay 2004,65,8.7,2003,3769,0.2,0.16,0.0,0.05,0.41,Sports
World Destruction League: Thunder Tanks,65,5.5,2000,4232,0.17,0.13,0.0,0.03,0.34,Action
Children of Mana,65,6.1,2006,3363,0.16,0.01,0.29,0.02,0.48,Role-Playing
Custom Robo,65,8.1,2004,2618,0.29,0.07,0.29,0.05,0.7,Role-Playing
Metal Gear Solid: Portable Ops Plus,65,7.7,2007,2653,0.26,0.01,0.26,0.17,0.69,Action
Afro Samurai,65,6.2,2009,3599,0.28,0.1,0.0,0.05,0.44,Action
Sorcery Saga: The Curse of the Great Curry God,65,7.3,2013,9992,0.0,0.0,0.03,0.0,0.03,Role-Playing
Teenage Mutant Ninja Turtles 2: Battle Nexus,65,6.5,2004,1925,0.7,0.33,0.0,0.08,1.08,Action
Enter the Matrix,65,7.6,2003,340,2.84,1.64,0.12,0.24,4.83,Action
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,65,7.9,2004,1600,0.82,0.38,0.0,0.08,1.28,Action
Advance Guardian Heroes,65,,2004,9543,0.03,0.01,0.0,0.0,0.04,Role-Playing
The Hardy Boys: Treasure on the Tracks,65,,2009,7299,0.11,0.0,0.0,0.01,0.11,Adventure
Mad Dash Racing,65,7.4,2001,6440,0.11,0.03,0.0,0.01,0.15,Racing
Mystery Case Files: MillionHeir,65,,2008,1597,0.76,0.4,0.0,0.12,1.29,Adventure
Pirates of the Caribbean,65,7.4,2003,4683,0.22,0.06,0.0,0.01,0.29,Role-Playing
Dungeons,65,4.6,2011,7632,0.07,0.02,0.0,0.01,0.09,Strategy
Gretzky NHL 06,65,6.8,2005,4760,0.2,0.05,0.0,0.03,0.28,Sports
Dynasty Warriors: Strikeforce,65,6.6,2009,2075,0.27,0.17,0.47,0.07,0.97,Action
Capcom Digital Collection,65,5.3,2012,10243,0.02,0.01,0.0,0.0,0.03,Action
Triple Play 2002,65,,2002,1837,0.62,0.38,0.0,0.12,1.12,Sports
Super Dodgeball Brawlers,65,,2008,6603,0.13,0.0,0.0,0.01,0.14,Sports
Spore Creatures,65,6.8,2008,1921,0.67,0.3,0.0,0.11,1.08,Simulation
Two Worlds,65,6.1,2007,2585,0.41,0.23,0.0,0.07,0.71,Role-Playing
Mario & Sonic at the Rio 2016 Olympic Games,65,7.4,2016,2564,0.07,0.27,0.34,0.02,0.72,Action
Digimon Rumble Arena 2,65,7.6,2004,6401,0.09,0.05,0.0,0.01,0.15,Fighting
Star Wars: Bounty Hunter,65,8.1,2002,1519,0.73,0.47,0.0,0.15,1.35,Shooter
Monster Force,65,,2002,9411,0.03,0.01,0.0,0.0,0.04,Shooter
Smarty Pants,65,7.5,2007,1430,0.53,0.76,0.0,0.16,1.45,Misc
Operation: Vietnam,65,6.3,2007,8313,0.06,0.0,0.0,0.0,0.07,Shooter
Flow: Urban Dance Uprising,65,,2005,9664,0.02,0.01,0.0,0.0,0.04,Misc
Dragon Ball Z: Shin Budokai - Another Road,65,8.2,2007,3620,0.19,0.09,0.08,0.07,0.44,Fighting
Animaniacs: The Great Edgar Hunt,65,,2005,9825,0.02,0.01,0.0,0.0,0.03,Platform
Chaos Legion,65,7.9,2003,4592,0.15,0.12,0.0,0.04,0.3,Action
Baja: Edge of Control,65,5.8,2008,3786,0.22,0.14,0.0,0.06,0.41,Racing
F1 2015,65,5.5,2015,2100,0.17,0.63,0.03,0.11,0.95,Racing
NHL Rivals 2004,65,8.8,2003,7070,0.08,0.02,0.0,0.0,0.11,Sports
Resident Evil: Dead Aim,65,6.7,2003,4173,0.17,0.13,0.0,0.04,0.35,Action
Mega Man Network Transmission,65,8.8,2003,6115,0.13,0.03,0.0,0.0,0.17,Platform
Conflict: Desert Storm,65,8.2,2002,762,1.52,0.92,0.0,0.08,2.52,Shooter
Taz Wanted,65,7.3,2002,4437,0.19,0.1,0.0,0.02,0.31,Platform
Dark Arena,65,7.8,2002,9538,0.03,0.01,0.0,0.0,0.04,Shooter
Vampire Night,65,7.7,2001,6646,0.07,0.05,0.0,0.02,0.14,Shooter
NBA Hoopz,65,8.4,2001,4465,0.16,0.12,0.0,0.03,0.31,Sports
Q-Ball: Billiards Master,65,,2000,4862,0.13,0.1,0.0,0.04,0.27,Sports
